time_published,confidence,sentiment_score
2026-02-05,0.57155,-0.116008
2026-02-05,0.559159,0.254473
2026-02-05,0.649705,-0.115058
2026-02-05,1.0,0.244424
2026-02-05,0.904562,0.337484
2026-02-05,0.908523,0.102722
2026-02-05,0.640779,0.329771
2026-02-05,0.941252,-0.126107
2026-02-05,0.572535,0.132512
2026-02-05,0.746374,0.130194
2026-02-05,0.706766,0.309939
2026-02-05,0.626814,-0.116929
2026-02-05,0.601973,-0.125137
2026-02-05,1.0,-0.277536
2026-02-05,0.566264,-0.516945
2026-02-05,1.0,0.116943
2026-02-05,0.559935,0.063153
2026-02-05,1.0,0.440137
2026-02-05,0.586979,0.127834
2026-02-05,0.620023,0.230859
2026-02-05,0.64883,0.314155
2026-02-05,0.955089,0.427573
2026-02-05,1.0,0.295424
2026-02-05,0.952163,0.310379
2026-02-05,0.627555,0.304169
2026-02-05,0.718478,0.304831
2026-02-05,1.0,0.393734
2026-02-05,0.623633,0.339158
2026-02-05,1.0,0.453799
2026-02-05,0.647926,0.319701
2026-02-05,0.524876,-0.187243
2026-02-05,1.0,0.332652
2026-02-05,1.0,0.341301
2026-02-05,0.972127,0.301858
2026-02-05,0.745796,-0.216079
2026-02-05,0.726827,-0.219853
2026-02-05,0.720218,0.325958
2026-02-05,0.996987,0.713923
2026-02-05,0.925028,0.243169
2026-02-05,0.640701,0.202546
2026-02-05,1.0,0.299768
2026-02-05,1.0,0.290319
2026-02-05,0.575428,0.283486
2026-02-05,0.609129,0.203616
2026-02-05,0.641218,0.325524
2026-02-05,0.72683,0.211917
2026-02-05,0.900277,0.041161
2026-02-05,0.900366,0.159389
2026-02-05,1.0,-0.443127
2026-02-05,0.648596,0.338284
2026-02-05,0.613136,0.141065
2026-02-05,0.733127,-0.222081
2026-02-05,0.64076,0.134196
2026-02-05,0.580894,0.182067
2026-02-04,0.629989,0.133683
2026-02-04,0.577243,0.131781
2026-02-04,0.535949,0.237057
2026-02-04,0.900259,0.006065
2026-02-04,0.621953,0.321266
2026-02-04,0.562882,0.334699
2026-02-04,0.615659,-0.212238
2026-02-04,0.580723,0.147632
2026-02-04,0.616629,0.317549
2026-02-04,0.575433,0.26891
2026-02-04,1.0,-0.383161
2026-02-04,0.597147,0.092887
2026-02-04,0.718738,-0.232428
2026-02-04,0.709971,-0.341707
2026-02-04,0.992113,0.470914
2026-02-04,1.0,0.40377
2026-02-04,0.73541,-0.115996
2026-02-04,1.0,0.213495
2026-02-04,0.747399,0.316155
2026-02-04,0.98031,0.423132
2026-02-04,0.586889,0.254678
2026-02-04,0.634249,0.034583
2026-02-04,0.594159,0.328518
2026-02-04,1.0,0.43035
2026-02-04,0.747857,-0.213115
2026-02-04,0.743661,0.302866
2026-02-04,0.724144,-0.208256
2026-02-04,0.723178,0.116472
2026-02-04,0.740874,0.333403
2026-02-04,1.0,-0.247725
2026-02-04,0.593474,0.037573
2026-02-04,0.888052,0.269744
2026-02-04,0.715081,-0.235525
2026-02-04,0.593056,-0.112436
2026-02-04,0.620206,0.000497
2026-02-04,0.616306,0.29466
2026-02-04,0.515656,0.546284
2026-02-04,0.599009,0.066803
2026-02-04,0.592756,0.445175
2026-02-04,0.648182,0.102397
2026-02-04,0.627875,0.323002
2026-02-04,0.550527,-0.057871
2026-02-04,0.910824,0.335775
2026-02-04,0.722336,-0.231898
2026-02-04,0.646384,0.132624
2026-02-04,0.702522,0.258732
2026-02-04,0.73656,-0.21855
2026-02-04,0.996839,0.116149
2026-02-04,0.578207,-0.21342
2026-02-04,0.51333,0.310802
2026-02-04,0.614258,0.144735
2026-02-04,1.0,0.404039
2026-02-04,1.0,-0.210478
2026-02-04,0.607617,0.149164
2026-02-04,0.630661,0.041336
2026-02-04,1.0,0.633748
2026-02-04,0.997268,0.702881
2026-02-04,1.0,0.414072
2026-02-04,0.731219,-0.208826
2026-02-04,0.607576,-0.106342
2026-02-04,0.952936,0.45176
2026-02-04,0.725489,0.219136
2026-02-04,1.0,0.267577
2026-02-04,1.0,0.297926
2026-02-04,1.0,0.264631
2026-02-04,1.0,0.473309
2026-02-04,0.972876,0.485514
2026-02-04,1.0,-0.206498
2026-02-04,0.552377,0.111187
2026-02-04,0.590152,-0.141245
2026-02-04,0.63872,-0.139342
2026-02-04,0.635779,0.336786
2026-02-04,0.727982,-0.242444
2026-02-03,0.716871,0.11923
2026-02-03,0.703829,0.253387
2026-02-03,0.743697,0.100717
2026-02-03,0.627734,0.115502
2026-02-03,0.925455,0.067539
2026-02-03,0.605077,-0.187289
2026-02-03,1.0,0.403957
2026-02-03,0.623793,0.686986
2026-02-03,0.739535,0.132014
2026-02-03,0.649203,0.123568
2026-02-03,0.707335,0.316975
2026-02-03,0.749381,0.121399
2026-02-03,0.642941,0.305607
2026-02-03,0.645867,0.305192
2026-02-03,0.742223,-0.214134
2026-02-03,0.572648,0.135846
2026-02-03,0.601008,-0.133233
2026-02-03,0.572581,-0.087438
2026-02-03,1.0,0.30725
2026-02-03,0.742382,0.306798
2026-02-03,0.754725,-0.11263
2026-02-03,0.577257,-0.129233
2026-02-03,1.0,0.307195
2026-02-03,0.600537,0.140306
2026-02-03,0.723714,0.149417
2026-02-03,0.738047,0.327662
2026-02-03,0.626521,0.347338
2026-02-03,0.976289,0.309024
2026-02-03,0.923718,0.300245
2026-02-03,1.0,0.630512
2026-02-03,0.615583,0.122256
2026-02-03,0.729568,0.100611
2026-02-03,0.717708,0.111942
2026-02-03,0.709592,0.232663
2026-02-03,0.640558,0.307725
2026-02-03,0.554691,0.14369
2026-02-03,0.617079,0.327947
2026-02-02,0.609035,0.045298
2026-02-02,0.562086,-0.109169
2026-02-02,0.645528,0.319979
2026-02-02,1.0,0.420891
2026-02-02,0.557234,0.303948
2026-02-02,0.570829,0.145159
2026-02-02,0.643766,-0.104618
2026-02-02,0.628854,0.226899
2026-02-02,0.6037,0.210837
2026-02-02,0.631471,0.198856
2026-02-02,0.605275,-0.188797
2026-02-02,0.724606,-0.142278
2026-02-02,0.612238,0.147032
2026-02-02,0.719986,0.31918
2026-02-02,1.0,0.521617
2026-02-02,0.622747,0.137258
2026-02-02,0.588833,-0.215933
2026-02-02,0.63618,0.240618
2026-02-02,0.572934,0.063952
2026-02-02,0.738455,-0.112278
